Onderwyzende	VRB(finiteness=prespart)	onderwijzen	
men	PD(type=pers,position=free)	men	
laat	VRB(finiteness=fin,tense=pres)	laten	
het	PD(type=pers,position=free)	het	
een	PD(type=indef,subtype=art,position=prenom)	een	
dag	NOU-C(number=sg)	dag	
of	CONJ(type=coor)	of	
anderhalf	NUM(type=card,position=free,representation=let)	anderhalf	
staan	VRB(finiteness=inf)	staan	
parssen	VRB(finiteness=inf)	persen	
zo	ADV(type=reg)	zo	
word	VRB(finiteness=fin,tense=pres)	worden	
het	PD(type=pers,position=free)	het	
tot	ADP(type=pre)	tot	
een	PD(type=indef,subtype=art,position=prenom)	een	
kaas	NOU-C(number=sg)	kaas	
:	PC	:	
die	PD(type=d-p,position=free)	die	
legt	VRB(finiteness=fin,tense=pres)	leggen	
men	PD(type=pers,position=free)	men	
in	ADP(type=pre)	in	
een	PD(type=indef,subtype=art,position=prenom)	een	
platte	AA(degree=pos,position=prenom)	plat	
pan	NOU-C(number=sg)	pan	
en	CONJ(type=coor)	en	
men	PD(type=pers,position=free)	men	
giet	VRB(finiteness=fin,tense=pres)	gieten	
'	PC	'	
er	ADV(type=pron)	erbovenop	mw_107
zo	PD(type=indef,subtype=oth,position=prenom)	zoveel	mw_373
veel	PD(type=indef,subtype=oth,position=prenom)	zoveel	mw_373
azyn	NOU-C(number=sg)	azijn	
boven	ADV(type=pron)	erbovenop	mw_107
op	ADV(type=pron)	erbovenop	mw_107
dat	CONJ(type=sub)	dat	
hy	PD(type=pers,position=free)	hij	
onder	ADV(type=reg)	onder	
legt	VRB(finiteness=fin,tense=pres)	liggen	
,	PC	,	
en	CONJ(type=coor)	en	
men	PD(type=pers,position=free)	men	
bevogtigd	VRB(finiteness=fin,tense=pres)	bevochtigd	
ze	PD(type=pers,position=free)	zij	
geduurig	AA(degree=pos,position=free)	gedurig	
tot	CONJ(type=sub)	tot	
ze	PD(type=pers,position=free)	zij	
opgegeeten	VRB(finiteness=pastpart)	opeten	
is	VRB(finiteness=fin,tense=pres)	zijn	
:	PC	:	
Anders	ADV(type=reg)	anders	
handeld	VRB(finiteness=fin,tense=pres)	handelen	
men	PD(type=pers,position=free)	men	
daar	ADV(type=pron)	daarmede	mw_350
mede	ADV(type=pron)	daarmede	mw_350
als	CONJ(type=sub)	als	
boven	ADV(type=reg)	boven	
gezegt	VRB(finiteness=pastpart)	zeggen	
is	VRB(finiteness=fin,tense=pres)	zijn	
.	PC	.	

Neemt	VRB(finiteness=fin,tense=pres)	nemen	
by	ADP(type=pre)	bij	
de	PD(type=d-p,subtype=art,position=prenom)	de	
80	NUM(type=card,position=prenom,representation=dig)	tachtig	
ponden	NOU-C(number=pl)	pond	
gekapt	AA(degree=pos,position=prenom)	gekapt	
Ossen-vleesch	NOU-C(number=sg)	ossenvlees	
,	PC	,	
20	NUM(type=card,position=prenom,representation=dig)	twintig	
ponden	NOU-C(number=pl)	pond	
Osse-vet	NOU-C(number=sg)	ossenvet	
van	ADP(type=pre)	van	
de	PD(type=d-p,subtype=art,position=prenom)	de	
broek	NOU-C(number=sg)	broek	
,	PC	,	
daar	ADV(type=reg)	daar	
het	PD(type=d-p,subtype=art,position=prenom)	het	
vellige	NOU-C(number=sg)	vellige	
schoon	AA(degree=pos,position=free)	schoon	
afgedaan	VRB(finiteness=pastpart)	afdoen	
is	VRB(finiteness=fin,tense=pres)	zijn	
,	PC	,	
en	CONJ(type=coor)	en	
dat	PD(type=d-p,position=free)	dat	
zo	ADV(type=reg)	zo	
klein	AA(degree=pos,position=free)	klein	
gehakt	VRB(finiteness=pastpart)	hakken	
is	VRB(finiteness=fin,tense=pres)	zijn	
als	CONJ(type=sub)	als	
het	PD(type=d-p,subtype=art,position=prenom)	het	
Osse-vleesch	NOU-C(number=sg)	ossenvlees	
;	PC	;	
en	CONJ(type=coor)	en	
doet	VRB(finiteness=fin,tense=pres)	doen	
daar	ADV(type=pron)	daarbij	mw_10
by	ADV(type=pron)	daarbij	mw_10
10	NUM(type=card,position=prenom,representation=dig)	tien	
ponden	NOU-C(number=pl)	pond	
spek	NOU-C(number=sg)	spek	
aan	ADP(type=pre)	aan	
kleine	AA(degree=pos,position=prenom)	klein	
dobbelsteentjes	NOU-C(number=pl)	dobbelsteentje	
gesneden	VRB(finiteness=pastpart)	snijden	
.	PC	.	

Neemt	VRB(finiteness=fin,tense=pres)	nemen	
dan	ADV(type=reg)	dan	
twee	NUM(type=card,position=prenom,representation=let)	twee	
en	CONJ(type=coor)	en	
een	PD(type=indef,subtype=art,position=prenom)	een	
half	AA(degree=pos,position=prenom)	half	
pond	NOU-C(number=sg)	pond	
zout	NOU-C(number=sg)	zout	
;	PC	;	
een	PD(type=indef,subtype=art,position=prenom)	een	
vierendeel	NOU-C(number=sg)	vierendeel	
gestoote	AA(degree=pos,position=prenom)	gestoten	
zwarte	AA(degree=pos,position=prenom)	zwart	
peper	NOU-C(number=sg)	peper	
;	PC	;	
een	PD(type=indef,subtype=art,position=prenom)	een	
half	AA(degree=pos,position=prenom)	half	
vierendeel	NOU-C(number=sg)	vierendeel	
gestoote	AA(degree=pos,position=prenom)	gestoten	
kruidnagelen	NOU-C(number=pl)	kruidnagel	
;	PC	;	
een	PD(type=indef,subtype=art,position=prenom)	een	
hand	NOU-C(number=sg)	handvol	mw_361
vol	NOU-C(number=sg)	handvol	mw_361
gedroogde	AA(degree=pos,position=prenom)	gedroogd	
Saly	NOU-C(number=sg)	salie	
,	PC	,	
en	CONJ(type=coor)	en	
als	CONJ(type=sub)	als	
het	PD(type=pers,position=free)	het	
gestooten	VRB(finiteness=pastpart)	stoten	
is	VRB(finiteness=fin,tense=pres)	zijn	
zo	ADV(type=reg)	zo	
roert	VRB(finiteness=fin,tense=pres)	roeren	
het	PD(type=d-p,subtype=art,position=prenom)	het	
gekapte	NOU-C(number=sg)	gekapte	
alles	PD(type=indef,position=free)	alles	
onder	ADP(type=pre)	onder	
het	PD(type=d-p,subtype=art,position=prenom)	het	
zout	NOU-C(number=sg)	zout	
te	ADV(type=reg)	samen	mw_292
zaamen	ADV(type=reg)	samen	mw_292
,	PC	,	
en	CONJ(type=coor)	en	
strooidt	VRB(finiteness=fin,tense=pres)	strooien	
het	PD(type=pers,position=free)	het	
over	ADP(type=pre)	over	
het	PD(type=d-p,subtype=art,position=prenom)	het	
gekapte	AA(degree=pos,position=prenom)	gekapt	
Osse-vleesch	NOU-C(number=sg)	ossenvlees	
en	CONJ(type=coor)	en	
laat	VRB(finiteness=fin,tense=pres)	laten	
het	PD(type=pers,position=free)	het	
zo	ADV(type=reg)	zo	
te	ADV(type=reg)	samen	mw_286
zamen	ADV(type=reg)	samen	mw_286
met	ADP(type=pre)	met	
het	PD(type=d-p,subtype=art,position=prenom)	het	
vet	NOU-C(number=sg)	vet	
,	PC	,	
en	CONJ(type=coor)	en	
met	ADP(type=pre)	met	
het	PD(type=d-p,subtype=art,position=prenom)	het	
spek	NOU-C(number=sg)	spek	
,	PC	,	
ter	ADV(type=reg)	terdege	mw_42
deegen	ADV(type=reg)	terdege	mw_42
door	VRB(finiteness=inf)	dooreenkneden	mw_90
een	VRB(finiteness=inf)	dooreenkneden	mw_90
kneeden	VRB(finiteness=inf)	dooreenkneden	mw_90
in	ADP(type=pre)	in	
een	PD(type=indef,subtype=art,position=prenom)	een	
tobbetje	NOU-C(number=sg)	tobbetje	
,	PC	,	
en	CONJ(type=coor)	en	
laat	VRB(finiteness=fin,tense=pres)	laten	
het	PD(type=pers,position=free)	het	
zo	ADV(type=reg)	zo	
een	PD(type=indef,subtype=art,position=prenom)	een	
nacht	NOU-C(number=sg)	nacht	
overstaan	VRB(finiteness=inf)	overstaan	
,	PC	,	
dat	CONJ(type=sub)	dat	
het	PD(type=d-p,subtype=art,position=prenom)	het	
kruid	NOU-C(number=sg)	kruid	
ter	ADV(type=reg)	terdege	mw_51
degen	ADV(type=reg)	terdege	mw_51
daar	ADV(type=pron)	daardoor	mw_413
door	ADV(type=pron)	daardoor	mw_413
kan	VRB(finiteness=fin,tense=pres)	kunnen	
trekken	VRB(finiteness=inf)	trekken	
,	PC	,	
en	CONJ(type=coor)	en	
legt'er	VRB(finiteness=fin,tense=pres)+ADV(type=pron)	leggen+eroverheen	mw_198
een	PD(type=indef,subtype=art,position=prenom)	een	
schoone	AA(degree=pos,position=prenom)	schoon	
doek	NOU-C(number=sg)	doek	
over	VRB(finiteness=fin,tense=pres)+ADV(type=pron)	leggen+eroverheen	mw_198
heen	VRB(finiteness=fin,tense=pres)+ADV(type=pron)	leggen+eroverheen	mw_198
;	PC	;	
en	CONJ(type=coor)	en	
eer	CONJ(type=sub)	eer	
gy	PD(type=pers,position=free)	gij	
het	PD(type=pers,position=free)	het	
dan	ADV(type=reg)	dan	
stopt	VRB(finiteness=fin,tense=pres)	stoppen	
in	ADP(type=pre)	in	
wel	ADV(type=reg)	wel	
schoon	AA(degree=pos,position=prenom)	schoongemaakt	mw_189
gemaakte	AA(degree=pos,position=prenom)	schoongemaakt	mw_189
Ossedarmen	NOU-C(number=pl)	ossendarm	
,	PC	,	
zo	ADV(type=reg)	zo	
moet	VRB(finiteness=fin,tense=pres)	moeten	
het	PD(type=pers,position=free)	het	
nog	ADV(type=reg)	nog	
eens	ADV(type=reg)	eens	
ter	ADV(type=reg)	terdege	mw_54
degen	ADV(type=reg)	terdege	mw_54
doorgeroert	VRB(finiteness=pastpart)	doorroeren	
worden	VRB(finiteness=inf)	worden	
.	PC	.	

Laat	VRB(finiteness=fin,tense=pres)	laten	
dan	ADV(type=reg)	dan	
een	PD(type=indef,subtype=art,position=prenom)	een	
ketel	NOU-C(number=sg)	ketel	
of	CONJ(type=coor)	of	
twee	NUM(type=card,position=free,representation=let)	twee	
met	ADP(type=pre)	met	
regenwater	NOU-C(number=sg)	regenwater	
kooken	VRB(finiteness=inf)	koken	
en	CONJ(type=coor)	en	
laat	VRB(finiteness=fin,tense=pres)	laten	
het	PD(type=pers,position=free)	het	
Koud	AA(degree=pos,position=free)	koud	
worden	VRB(finiteness=inf)	worden	
;	PC	;	
en	CONJ(type=coor)	en	
als	CONJ(type=sub)	als	
het	PD(type=pers,position=free)	het	
koud	AA(degree=pos,position=free)	koud	
is	VRB(finiteness=fin,tense=pres)	zijn	
neemt	VRB(finiteness=fin,tense=pres)	nemen	
dan	ADV(type=reg)	dan	
schaars	AA(degree=pos,position=free)	schaars	
drie	NUM(type=card,position=prenom,representation=let)	drie	
kommetjes	NOU-C(number=pl)	kommetje	
van	ADP(type=pre)	van	
dat	PD(type=d-p,subtype=oth,position=prenom)	dat	
water	NOU-C(number=sg)	water	
tegen	ADP(type=pre)	tegen	
ruim	AA(degree=pos,position=free)	ruim	
een	PD(type=indef,subtype=art,position=prenom)	een	
kommetje	NOU-C(number=sg)	kommetje	
wyn	NOU-C(number=sg)	wijnazijn	mw_172
azyn	NOU-C(number=sg)	wijnazijn	mw_172
,	PC	,	
en	CONJ(type=coor)	en	
mengt	VRB(finiteness=fin,tense=pres)	mengen	
dat	PD(type=d-p,position=free)	dat	
te	ADV(type=reg)	samen	mw_289
zaamen	ADV(type=reg)	samen	mw_289
onder	ADP(type=pre)	onder	
malkanderen	PD(type=recip,position=free)	malkander	
zo	ADV(type=reg)	zoveel	mw_348
veel	ADV(type=reg)	zoveel	mw_348
tot	CONJ(type=sub)	totdat	mw_321
dat	CONJ(type=sub)	totdat	mw_321
de	PD(type=d-p,subtype=art,position=prenom)	de	
pens	NOU-C(number=sg)	pens	
,	PC	,	
als	CONJ(type=sub)	als	
he	PD(type=pers,position=free,WF=mis)	het	
daar	ADV(type=pron)	daarover	mw_30
over	ADV(type=pron)	daarover	mw_30
gegooten	VRB(finiteness=pastpart)	gieten	
is	VRB(finiteness=fin,tense=pres)	zijn	
,	PC	,	
kan	VRB(finiteness=fin,tense=pres)	kunnen	
onderleggen	VRB(finiteness=inf)	onderliggen	
,	PC	,	
en	CONJ(type=coor)	en	
zet	VRB(finiteness=fin,tense=pres)	wegzetten	mw_388
ze	PD(type=pers,position=free)	zij	
dan	ADV(type=reg)	dan	
zo	ADV(type=reg)	zo	
open	AA(degree=pos,position=free)	open	
weg	VRB(finiteness=fin,tense=pres)	wegzetten	mw_388
daar	ADV(type=reg)	daar	
ze	PD(type=pers,position=free)	zij	
niet	ADV(type=reg)	niet	
te	ADV(type=reg)	te	
vogtig	AA(degree=pos,position=free)	vochtig	
staan	VRB(finiteness=fin,tense=pres)	staan	
,	PC	,	
is	VRB(finiteness=fin,tense=pres)	zijn	
heel	AA(degree=pos,position=free)	heel	
goed	AA(degree=pos,position=free)	goed	
om	ADP(type=pre)	om	
met	ADP(type=pre)	met	
appelen	NOU-C(number=pl)	appel	
gebakken	VRB(finiteness=pastpart)	bakken	
,	PC	,	
of	CONJ(type=coor)	of	
gestooft	VRB(finiteness=pastpart)	stoven	
met	ADP(type=pre)	met	
wyn	NOU-C(number=sg)	wijn	
te	ADP(type=pre)	te	
eeten	VRB(finiteness=inf)	eten	
.	PC	.	

Neemt	VRB(finiteness=fin,tense=pres)	nemen	
een	PD(type=indef,subtype=art,position=prenom)	een	
half	AA(degree=pos,position=prenom)	half	
vierdevat	NOU-C(number=sg)	vierdevat	
bloem	NOU-C(number=sg)	bloem	
of	CONJ(type=coor)	of	
Tarwe-meel	NOU-C(number=sg)	tarwemeel	
,	PC	,	
en	CONJ(type=coor)	en	
anderhalf	NUM(type=card,position=prenom,representation=let)	anderhalf	
pond	NOU-C(number=sg)	pond	
booter	NOU-C(number=sg)	boter	
,	PC	,	
en	CONJ(type=coor)	en	
7	NUM(type=card,position=prenom,representation=dig)	zeven	
Eijeren	NOU-C(number=pl)	ei	
,	PC	,	
twee	NUM(type=card,position=prenom,representation=let)	twee	
met	ADP(type=pre)	met	
het	PD(type=d-p,subtype=art,position=prenom)	het	
wit	NOU-C(number=sg)	wit	
en	CONJ(type=coor)	en	
vyf	NUM(type=card,position=prenom,representation=let)	vijf	
zonder	ADP(type=pre)	zonder	
het	PD(type=d-p,subtype=art,position=prenom)	het	
wit	NOU-C(number=sg)	wit	
,	PC	,	
en	CONJ(type=coor)	en	
rykelyk	AA(degree=pos,position=free)	rijkelijk	
een	PD(type=indef,subtype=art,position=prenom)	een	
half	AA(degree=pos,position=prenom)	half	
pint	NOU-C(number=sg)	pint	
versche	AA(degree=pos,position=prenom)	vers	
gist	NOU-C(number=sg)	gist	
van	ADP(type=pre)	van	
zoet	AA(degree=pos,position=prenom)	zoet	
bier	NOU-C(number=sg)	bier	
zo	CONJ(type=sub)	zo	
men	PD(type=pers,position=free)	men	
die	PD(type=d-p,position=free)	die	
krygen	VRB(finiteness=inf)	krijgen	
kan	VRB(finiteness=fin,tense=pres)	kunnen	
,	PC	,	
en	CONJ(type=coor)	en	
kneed	VRB(finiteness=fin,tense=pres)	kneden	
het	PD(type=pers,position=free)	het	
ter	ADV(type=reg)	terdege	mw_53
degen	ADV(type=reg)	terdege	mw_53
door	ADP(type=pre)	door	
malkanderen	PD(type=recip,position=free)	malkander	
.	PC	.	

Neemt	VRB(finiteness=fin,tense=pres)	nemen	
dan	ADV(type=reg)	dan	
3	NUM(type=card,position=prenom,representation=dig)	drie	
ponden	NOU-C(number=pl)	pond	
gepelde	AA(degree=pos,position=prenom)	gepeld	
en	CONJ(type=coor)	en	
gestoote	AA(degree=pos,position=prenom)	gestoten	
Amandelen	NOU-C(number=pl)	amandel	
in	ADP(type=pre)	in	
Roosewater	NOU-C(number=sg)	rozenwater	
,	PC	,	
en	CONJ(type=coor)	en	
doet	VRB(finiteness=fin,tense=pres)	doen	
'	PC	'	
er	ADV(type=pron)	erbij	mw_119
wat	PD(type=indef,subtype=oth,position=prenom)	wat	
gestoote	AA(degree=pos,position=prenom)	gestoten	
kaneel	NOU-C(number=sg)	kaneel	
by	ADV(type=pron)	erbij	mw_119
,	PC	,	
en	CONJ(type=coor)	en	
kneed	VRB(finiteness=fin,tense=pres)	kneden	
dit	PD(type=d-p,subtype=oth,position=prenom)	dit	
alles	PD(type=indef,position=free)	alles	
door	ADP(type=circ)	doorheen	mw_195
het	PD(type=d-p,subtype=art,position=prenom)	het	
deeg	NOU-C(number=sg)	deeg	
heen	ADP(type=circ)	doorheen	mw_195
,	PC	,	
met	ADP(type=pre)	met	
een	PD(type=indef,subtype=art,position=prenom)	een	
pintje	NOU-C(number=sg)	pintje	
Sek	NOU-C(number=sg)	sek	
of	CONJ(type=coor)	of	
Spaanse	AA(degree=pos,position=prenom)	Spaans	
wyn	NOU-C(number=sg)	wijn	
en	CONJ(type=coor)	en	
een	PD(type=indef,subtype=art,position=prenom)	een	
weinig	NOU-C(number=sg)	weinig	
fyn	AA(degree=pos,position=free)	fijn	
gestoote	AA(degree=pos,position=prenom)	gestoten	
Saffraan	NOU-C(number=sg)	saffraan	
:	PC	:	
Laat	VRB(finiteness=fin,tense=pres)	laten	
dit	PD(type=d-p,position=free)	dit	
voor	ADP(type=pre)	voor	
het	PD(type=d-p,subtype=art,position=prenom)	het	
vuur	NOU-C(number=sg)	vuur	
staan	VRB(finiteness=inf)	staan	
ryzen	VRB(finiteness=inf)	rijzen	
;	PC	;	
doet	VRB(finiteness=fin,tense=pres)	doen	
'	PC	'	
er	ADV(type=pron)	erdoorheen	mw_93
dan	ADV(type=reg)	dan	
6	NUM(type=card,position=prenom,representation=dig)	zes	
ponden	NOU-C(number=pl)	pond	
schoon	AA(degree=pos,position=free)	schoon	
verlezene	AA(degree=pos,position=prenom)	verlezen	
en	CONJ(type=coor)	en	
wel	ADV(type=reg)	wel	
gewassene	AA(degree=pos,position=prenom)	gewassen	
korenten	NOU-C(number=pl)	krent	
door	ADV(type=pron)	erdoorheen	mw_93
heen	ADV(type=pron)	erdoorheen	mw_93
,	PC	,	
met	ADP(type=pre)	met	
1	NUM(type=card,position=prenom,representation=dig)	een	
pond	NOU-C(number=sg)	pond	
Rosynen	NOU-C(number=pl)	rozijn	
daar	ADV(type=reg)	daar	
de	PD(type=d-p,subtype=art,position=prenom)	de	
korrels	NOU-C(number=pl)	korrel	
wel	ADV(type=reg)	wel	
schoon	AA(degree=pos,position=free)	schoon	
uitgedaan	VRB(finiteness=pastpart)	uitdoen	
zyn	VRB(finiteness=fin,tense=pres)	zijn	
,	PC	,	
en	CONJ(type=coor)	en	
moeten	VRB(finiteness=fin,tense=pres)	moeten	
heel	AA(degree=pos,position=free)	heel	
fyn	AA(degree=pos,position=free)	fijn	
gesneeden	VRB(finiteness=pastpart)	snijden	
worden	VRB(finiteness=inf)	worden	
,	PC	,	
en	CONJ(type=coor)	en	
een	PD(type=indef,subtype=art,position=prenom)	een	
half	AA(degree=pos,position=prenom)	half	
pond	NOU-C(number=sg)	pond	
suiker	NOU-C(number=sg)	suiker	
:	PC	:	
dan	ADV(type=reg)	dan	
zet	VRB(finiteness=fin,tense=pres)	zetten	
men	PD(type=pers,position=free)	men	
het	PD(type=pers,position=free)	het	
op	ADP(type=pre)	op	
koolen	NOU-C(number=pl)	kool	
te	ADP(type=pre)	te	
bakken	VRB(finiteness=inf)	bakken	
,	PC	,	
dog	CONJ(type=coor)	doch	
het	PD(type=d-p,subtype=art,position=prenom)	het	
vuur	NOU-C(number=sg)	vuur	
moet	VRB(finiteness=fin,tense=pres)	moeten	
heet	AA(degree=pos,position=free)	heet	
zyn	VRB(finiteness=inf)	zijn	
,	PC	,	
want	CONJ(type=coor)	want	
ze	PD(type=pers,position=free)	zij	
moeten	VRB(finiteness=fin,tense=pres)	moeten	
schielyk	AA(degree=pos,position=free)	schielijk	
bakken	VRB(finiteness=inf)	bakken	
,	PC	,	
is	VRB(finiteness=fin,tense=pres)	zijn	
excellent	AA(degree=pos,position=free)	excellent	
goed	AA(degree=pos,position=free)	goed	
.	PC	.	

Neemt	VRB(finiteness=fin,tense=pres)	nemen	
zo	PD(type=indef,subtype=oth,position=prenom)	zoveel	mw_376
veel	PD(type=indef,subtype=oth,position=prenom)	zoveel	mw_376
kuikens	NOU-C(number=pl)	kuiken	
als	CONJ(type=sub)	als	
men	PD(type=pers,position=free)	men	
wil	VRB(finiteness=fin,tense=pres)	willen	
,	PC	,	
na	ADP(type=pre)	na	
dat	CONJ(type=sub)	dat	
men	PD(type=pers,position=free)	men	
de	PD(type=d-p,subtype=art,position=prenom)	de	
pastey	NOU-C(number=sg)	pastei	
groot	AA(degree=pos,position=free)	groot	
