
Jaworow	NOU-P	Jaworów	
Cracau	NOU-P	Krakau	
,	PC		
dewelcke	PD(type=w-p,position=free)	dewelke	
sigh	PD(type=refl,position=free)	zich	
in	ADP(type=pre)	in	
veele	PD(type=indef,subtype=oth,position=prenom)	veel	
gelegentheden	NOU-C(number=pl)	gelegenheid	
uytmuntend	AA(degree=pos,position=free)	uitmuntend	
gedragen	VRB(finiteness=pastpart)	dragen	
heeft	VRB(finiteness=fin,tense=pres)	hebben	
,	PC		
Veldtheer	NOU-C(number=sg)	veldheer	
van	ADP(type=pre)	van	
het	PD(type=d-p,subtype=art,position=prenom)	het	
Rijck	NOU-C(number=sg)	rijk	
ende	CONJ(type=coor)	en	
den	PD(type=d-p,subtype=art,position=prenom)	de	
Grooten	AA(degree=pos,position=prenom)	groot	
Generael	NOU-C(number=sg)	generaal	
,	PC		
den	PD(type=d-p,subtype=art,position=prenom)	de	
heer	NOU-C(number=sg)	heer	
Jablonowski	NOU-P	Jabłonowski	
,	PC		
Castellan	NOU-C(number=sg)	kastelein	
van	ADP(type=pre)	van	
Cracauw	NOU-P	Krakau	
staen	VRB(finiteness=fin,tense=pres)	staan	
te	ADP(type=pre)	te	
werden	VRB(finiteness=inf)	worden	
.	PC		

Men	PD(type=pers,position=free)	men	
kan	VRB(finiteness=fin,tense=pres)	kunnen	
ondertusschen	ADV(type=reg)	ondertussen	
tot	ADP(type=pre)	tot	
nu	ADV(type=reg)	nu	
toe	ADV(type=reg)	toe	
met	ADP(type=pre)	met	
geen	PD(type=indef,subtype=oth,position=prenom)	geen	
seeckerheyt	NOU-C(number=sg)	zekerheid	
seggen	VRB(finiteness=inf)	zeggen	
,	PC		
of	CONJ(type=sub)	of	
den	PD(type=d-p,subtype=art,position=prenom)	de	
Coning	NOU-C(number=sg)	koning	
met	ADP(type=pre)	met	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Coningin	NOU-C(number=sg)	koningin	
sigh	PD(type=refl,position=free)	zich	
van	ADP(type=pre)	van	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Winter	NOU-C(number=sg)	winter	
nae	ADP(type=pre)	na	
Warschau	NOU-P	Warschau	
,	PC		
alwaer	ADV(type=reg)	alwaar	
den	PD(type=d-p,subtype=art,position=prenom)	de	
Prince	NOU-C(number=sg)	prins	
Jacobus	NOU-P	Jacobus	
ende	CONJ(type=coor)	en	
sijne	PD(type=poss,position=prenom)	zijn	
Gemalinne	NOU-C(number=sg)	gemalin	
haer	PD(type=refl,position=free)	haar	
tegenwoordig	AA(degree=pos,position=free)	tegenwoordig	
bevinden	VRB(finiteness=fin,tense=pres)	bevinden	
,	PC		
sal	VRB(finiteness=fin,tense=pres)	zullen	
begeven	VRB(finiteness=inf)	begeven	
of	CONJ(type=coor)	of	
hier	ADV(type=reg)	hier	
blijven	VRB(finiteness=inf)	blijven	
.	PC		

's	NOU-P	's-Gravenhage	mw_527997
Gravenhage	NOU-P	's-Gravenhage	mw_527997
den	PD(type=d-p,subtype=art,position=prenom)	de	
29	NUM(type=ord,position=prenom,representation=dig)	negenentwintigste	
October	NOU-C(number=sg)	oktober	
.	PC		

Een	PD(type=indef,subtype=art,position=prenom)	een	
dag	NOU-C(number=sg)	dag	
3	NUM(type=card,position=prenom,representation=dig)	drie	
a	ADP(type=pre)	à	
4	NUM(type=card,position=free,representation=dig)	vier	
't	PD(type=pers,position=free)	het	
geleden	VRB(finiteness=pastpart)	lijden	
zijnde	VRB(finiteness=prespart)	zijn	
,	PC		
wiert	VRB(finiteness=fin,tense=past)	worden	
,	PC		
op	ADP(type=pre)	op	
ordre	NOU-C(number=sg)	order	
van	ADP(type=pre)	van	
't	PD(type=d-p,subtype=art,position=prenom)	het	
Hof	NOU-C(number=sg)	hof	
van	ADP(type=pre)	van	
Justitie	NOU-C(number=sg)	justitie	
,	PC		
door	ADP(type=pre)	door	
den	PD(type=d-p,subtype=art,position=prenom)	de	
Drost	NOU-C(number=sg)	drost	
en	CONJ(type=coor)	en	
Dienaers	NOU-C(number=pl)	dienaar	
een	PD(type=indef,subtype=art,position=prenom)	een	
Cadet	NOU-C(number=sg)	cadet	
,	PC		
alhier	ADV(type=reg)	alhier	
onder	ADP(type=pre)	onder	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Guarde	NOU-C(number=sg)	garde	
leggende	VRB(finiteness=prespart)	liggen	
,	PC		
en	CONJ(type=coor)	en	
op	ADP(type=pre)	op	
't	PD(type=d-p,subtype=art,position=prenom)	het	
Binnen	NOU-P	Binnenhof	mw_903492
-	PC		
Hof	NOU-P	Binnenhof	mw_903492
gaende	VRB(finiteness=prespart)	gaan	
wandelen	VRB(finiteness=inf)	wandelen	
,	PC		
geapprehendeert	VRB(finiteness=pastpart)	apprehenderen	
;	PC		
edoch	CONJ(type=coor)	edoch	
door	ADP(type=pre)	door	
den	PD(type=d-p,subtype=art,position=prenom)	de	
Officier	NOU-C(number=sg)	officier	
,	PC		
doen	ADV(type=reg)	toen	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Wacht	NOU-C(number=sg)	wacht	
hebbende	VRB(finiteness=prespart)	hebben	
,	PC		
den	PD(type=d-p,subtype=art,position=prenom)	de	
Arrestant	NOU-C(number=sg)	arrestant	
uyt	ADP(type=pre)	uit	
handen	NOU-C(number=pl)	hand	
van	ADP(type=pre)	van	
den	PD(type=d-p,subtype=art,position=prenom)	de	
Drost	NOU-C(number=sg)	drost	
ontset	VRB(finiteness=pastpart)	ontzetten	
,	PC		
en	CONJ(type=coor)	en	
in	ADP(type=pre)	in	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Cotteguarde	NOU-C(number=sg)	kortegarde	
gebracht	VRB(finiteness=pastpart)	brengen	
:	PC		
Het	PD(type=d-p,subtype=art,position=prenom)	het	
Hof	NOU-C(number=sg)	hof	
wegens	ADP(type=pre)	wegens	
dese	PD(type=d-p,subtype=oth,position=prenom)	deze	
oppositie	NOU-C(number=sg)	oppositie	
aen	ADP(type=pre)	aan	
sijn	PD(type=poss,position=prenom)	zijn	
Hoogheyt	NOU-C(number=sg)	hoogheid	
den	PD(type=d-p,subtype=art,position=prenom)	de	
Heere	NOU-C(number=sg)	heer	
Prince	NOU-C(number=sg)	prins	
van	ADP(type=pre)	van	
Orange	NOU-P	Oranje	
geklaegt	VRB(finiteness=pastpart)	klagen	
hebbende	VRB(finiteness=prespart)	hebben	
,	PC		
heeft	VRB(finiteness=fin,tense=pres)	hebben	
die	PD(type=d-p,position=free)	die	
dien	ADV(type=reg)	dienaangaande	mw_282039
aengaende	ADV(type=reg)	dienaangaande	mw_282039
sodanige	PD(type=d-p,subtype=oth,position=prenom)	zodanig	
ordres	NOU-C(number=pl)	order	
gestelt	VRB(finiteness=pastpart)	stellen	
,	PC		
dat	CONJ(type=sub)	dat	
den	PD(type=d-p,subtype=art,position=prenom)	de	
Arrestant	NOU-C(number=sg)	arrestant	
heden	ADV(type=reg)	heden	
desen	PD(type=d-p,subtype=oth,position=prenom)	deze	
middag	NOU-C(number=sg)	middag	
door	ADP(type=pre)	door	
den	PD(type=d-p,subtype=art,position=prenom)	de	
Drost	NOU-C(number=sg)	drost	
en	CONJ(type=coor)	en	
Dienaers	NOU-C(number=pl)	dienaar	
uyt	ADP(type=pre)	uit	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Corteguarde	NOU-C(number=sg)	kortegarde	
gehaelt	VRB(finiteness=pastpart)	halen	
,	PC		
en	CONJ(type=coor)	en	
geboeyt	VRB(finiteness=pastpart)	boeien	
op	ADP(type=pre)	op	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Gevangen-poort	NOU-P	Gevangenpoort	
gebracht	VRB(finiteness=pastpart)	brengen	
is	VRB(finiteness=fin,tense=pres)	zijn	
:	PC		
het	PD(type=d-p,subtype=art,position=prenom)	het	
subject	NOU-C(number=sg)	subject	
van	ADP(type=pre)	van	
dien	PD(type=d-p,position=free)	die	
verstaet	VRB(finiteness=fin,tense=pres)	verstaan	
men	PD(type=pers,position=free)	men	
te	ADP(type=pre)	te	
zijn	VRB(finiteness=inf)	zijn	
,	PC		
van	ADP(type=pre)	van	
met	ADP(type=pre)	met	
iemant	PD(type=indef,position=free)	iemand	
gespeelt	VRB(finiteness=pastpart)	spelen	
te	ADP(type=pre)	te	
hebben	VRB(finiteness=inf)	hebben	
,	PC		
en	CONJ(type=coor)	en	
dat	PD(type=d-p,position=free)	dat	
daer	ADV(type=pron)	daarop	mw_145430
op	ADV(type=pron)	daarop	mw_145430
't	PD(type=d-p,subtype=art,position=prenom)	het	
een	NUM(type=card,position=free,representation=let)	een	
en	CONJ(type=coor)	en	
't	PD(type=d-p,subtype=art,position=prenom)	het	
ander	NUM(type=ord,position=free,representation=let)	ander	
is	VRB(finiteness=fin,tense=pres)	zijn	
ontstaen	VRB(finiteness=pastpart)	ontstaan	
.	PC		

De	PD(type=d-p,subtype=art,position=prenom)	de	
Heeren	NOU-C(number=pl)	heer	
Commissarisen	NOU-C(number=pl)	commissaris-deciseur	mw_538243
Deciseurs	NOU-C(number=pl)	commissaris-deciseur	mw_538243
,	PC		
die	PD(type=d-p,position=free)	die	
van	ADP(type=pre)	vanwegens	mw_170029
wegens	ADP(type=pre)	vanwegens	mw_170029
haer	PD(type=poss,position=prenom)	haar	
Hoog	NOU-C(number=pl,WF=abbr)	hoogmogende	mw_590190
Mog	NOU-C(number=pl,WF=abbr)	hoogmogende	mw_590190
:	PC		
met	ADP(type=pre)	met	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Heeren	NOU-C(number=pl)	heer	
Commissarisen	NOU-C(number=pl)	commissaris-instructeur	mw_929294
Instructeurs	NOU-C(number=pl)	commissaris-instructeur	mw_929294
wegens	ADP(type=pre)	wegens	
desersijts	ADV(type=reg)	dezerzijds	
Oost	AA(degree=pos,position=prenom)	Oost-Indisch	mw_123893
-	PC		
Indische	AA(degree=pos,position=prenom)	Oost-Indisch	mw_123893
Compagnie	NOU-C(number=sg)	compagnie	
,	PC		
over	ADP(type=pre)	over	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Saken	NOU-C(number=pl)	zaak	
van	ADP(type=pre)	van	
Bantam	NOU-P	Bantam	
,	PC		
na	ADP(type=pre)	na	
Engeland	NOU-P	Engeland	
zijn	VRB(finiteness=fin,tense=pres)	zijn	
gedestineert	VRB(finiteness=pastpart)	destineren	
,	PC		
beginnen	VRB(finiteness=fin,tense=pres)	beginnen	
haer	PD(type=pers,position=free)	zij	
te	ADP(type=pre)	te	
prepareren	VRB(finiteness=inf)	prepareren	
,	PC		
om	ADP(type=pre)	om	
nu	ADV(type=reg)	nu	
eerstdaegs	ADV(type=reg)	eerstdaags	
van	ADP(type=pre)	van	
hier	ADV(type=reg)	hier	
derwaerts	ADV(type=reg)	derwaarts	
te	ADP(type=pre)	te	
vertrecken	VRB(finiteness=inf)	vertrekken	
.	PC		

Inmiddels	ADV(type=reg)	inmiddels	
werd	VRB(finiteness=fin,tense=pres)	worden	
alle	PD(type=indef,subtype=oth,position=prenom)	al	
uren	NOU-C(number=pl)	uur	
van	ADV(type=reg)	vandaar	mw_419561
daer	ADV(type=reg)	vandaar	mw_419561
alhier	ADV(type=reg)	alhier	
te	ADV(type=reg)	tegemoet	mw_998865
gemoet	ADV(type=reg)	tegemoet	mw_998865
gesien	VRB(finiteness=pastpart)	zien	
den	PD(type=d-p,subtype=art,position=prenom)	de	
Heere	NOU-C(number=sg)	heer	
Ambassadeur	NOU-C(number=sg)	ambassadeur	
Citters	NOU-P	Citters	
;	PC		
gelijck	CONJ(type=sub)	gelijk	
oock	ADV(type=reg)	ook	
alle	PD(type=indef,subtype=oth,position=prenom)	al	
dagen	NOU-C(number=pl)	dag	
weder	ADV(type=reg)	weder	
alhier	ADV(type=reg)	alhier	
werd	VRB(finiteness=fin,tense=pres)	worden	
ingewacht	VRB(finiteness=pastpart)	inwachten	
den	PD(type=d-p,subtype=art,position=prenom)	de	
Heere	NOU-C(number=sg)	heer	
van	ADP(type=pre)	van	
Diest	NOU-P	Diest	
,	PC		
Ceur-Brandenburgsen	AA(degree=pos,position=prenom)	Keur-Brandenburgs	
Envoyé	NOU-C(number=sg)	envoyé	
.	PC		

Brussel	NOU-P	Brussel	
den	PD(type=d-p,subtype=art,position=prenom)	de	
23	NUM(type=ord,position=prenom,representation=dig)	drieëntwintigste	
January	NOU-C(number=sg)	januarius	
.	PC		

De	PD(type=d-p,subtype=art,position=prenom)	de	
Franssen	NOU-C(number=pl)	Frans	
hebben	VRB(finiteness=fin,tense=pres)	hebben	
,	PC		
na	CONJ(type=sub)	nadat	mw_825117
dat	CONJ(type=sub)	nadat	mw_825117
den	PD(type=d-p,subtype=art,position=prenom)	de	
Prince	NOU-C(number=sg)	prins	
van	ADP(type=pre)	van	
Vaudemont	NOU-P	Vaudémont	
met	ADP(type=pre)	met	
sijn	PD(type=poss,position=prenom)	zijn	
Troupen	NOU-C(number=pl)	troep	
,	PC		
met	ADP(type=pre)	met	
welcke	PD(type=w-p,position=free)	welk	
hy	PD(type=pers,position=free)	hij	
haer	PD(type=pers,position=free)	zij	
was	VRB(finiteness=fin,tense=past)	zijn	
nageset	VRB(finiteness=pastpart)	nazetten	
,	PC		
weder	ADV(type=reg)	weder	
te	VRB(finiteness=pastpart)	terugkomen	mw_216838
rugge	VRB(finiteness=pastpart)	terugkomen	mw_216838
gekomen	VRB(finiteness=pastpart)	terugkomen	mw_216838
was	VRB(finiteness=fin,tense=past)	zijn	
,	PC		
sonder	ADP(type=pre)	zonder	
haer	PD(type=pers,position=free)	zij	
te	ADP(type=pre)	te	
konnen	VRB(finiteness=inf)	kunnen	
achterhalen	VRB(finiteness=inf)	achterhalen	
,	PC		
weder	ADV(type=reg)	weder	
schrickelijck	AA(degree=pos,position=free)	schrikkelijk	
gebrant	VRB(finiteness=pastpart)	branden	
,	PC		
en	CONJ(type=coor)	en	
souden	VRB(finiteness=fin,tense=past)	zullen	
oock	ADV(type=reg)	ook	
niets	PD(type=indef,position=free)	niets	
van	ADP(type=pre)	van	
Enguien	NOU-P	Enghien	
en	CONJ(type=coor)	en	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Dorpen	NOU-C(number=pl)	dorp	
daer	ADV(type=pron)	daaromtrent	mw_776350
omtrent	ADV(type=pron)	daaromtrent	mw_776350
hebben	VRB(finiteness=inf)	hebben	
laten	VRB(finiteness=inf)	laten	
overblyven	VRB(finiteness=inf)	overblijven	
,	PC		
indien	CONJ(type=sub)	indien	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Hertoginne	NOU-C(number=sg)	hertogin	
Douariere	NOU-C(number=sg)	douairière	
van	ADP(type=pre)	van	
Aerschot	NOU-P	Aarschot	
haer	PD(type=pers,position=free)	zij	
niet	ADV(type=reg)	niet	
belooft	VRB(finiteness=pastpart)	beloven	
hadde	VRB(finiteness=fin,tense=past)	hebben	
80000	NUM(type=card,position=prenom,representation=dig)	tachtighonderd	
Gulden	NOU-C(number=sg)	gulden	
te	ADP(type=pre)	te	
sullen	VRB(finiteness=inf)	zullen	
betalen	VRB(finiteness=inf)	betalen	
.	PC		

Onse	PD(type=poss,position=prenom)	ons	
en	CONJ(type=coor)	en	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Fransse	AA(degree=pos,position=prenom)	Frans	
Troupen	NOU-C(number=pl)	troep	
zijn	VRB(finiteness=fin,tense=pres)	zijn	
nu	ADV(type=reg)	nu	
weder	ADV(type=reg)	weder	
na	ADP(type=pre)	na	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Guarnisoenen	NOU-C(number=pl)	garnizoen	
getrocken	VRB(finiteness=pastpart)	trekken	
;	PC		
doch	CONJ(type=coor)	doch	
de	PD(type=d-p,subtype=art,position=prenom)	de	
laetste	AA(degree=sup,position=prenom)	laat	
door	ADP(type=pre)	door	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Koude	NOU-C(number=sg)	koude	
,	PC		
die	PD(type=d-p,position=free)	die	
zy	PD(type=pers,position=free)	zij	
in	ADP(type=pre)	in	
de	PD(type=d-p,subtype=art,position=prenom)	de	
laetste	AA(degree=sup,position=prenom)	laat	
Expeditie	NOU-C(number=sg)	expeditie	
geleden	VRB(finiteness=pastpart)	lijden	
hebben	VRB(finiteness=fin,tense=pres)	hebben	
,	PC		
seer	AA(degree=pos,position=free)	zeer	
gefatigeert	VRB(finiteness=pastpart)	fatigeren	
.	PC		

Desen	PD(type=d-p,subtype=oth,position=prenom)	deze	
achtermiddag	NOU-C(number=sg)	achtermiddag	
komt	VRB(finiteness=fin,tense=pres)	komen	
hier	ADV(type=reg)	hier	
een	PD(type=indef,subtype=art,position=prenom)	een	
gerucht	NOU-C(number=sg)	gerucht	
in	ADP(type=pre)	in	
dese	PD(type=d-p,subtype=oth,position=prenom)	deze	
Stadt	NOU-C(number=sg)	stad	
,	PC		
dat	CONJ(type=sub)	dat	
een	PD(type=indef,subtype=art,position=prenom)	een	
Fransse	AA(degree=pos,position=prenom)	Frans	
Brigade	NOU-C(number=sg)	brigade	
omtrent	ADP(type=pre)	omtrent	
Leuven	NOU-P	Leuven	
is	VRB(finiteness=fin,tense=pres)	zijn	
gekomen	VRB(finiteness=pastpart)	komen	
,	PC		
en	CONJ(type=coor)	en	
aldaer	ADV(type=reg)	aldaar	
alles	PD(type=indef,position=free)	alles	
roofde	VRB(finiteness=fin,tense=past)	roven	
en	CONJ(type=coor)	en	
brande	VRB(finiteness=fin,tense=past)	branden	
:	PC		
Ondertusschen	ADV(type=reg)	ondertussen	
is	VRB(finiteness=fin,tense=pres)	zijn	
het	PD(type=pers,position=free)	het	
seecker	AA(degree=pos,position=free)	zeker	
,	PC		
dat	CONJ(type=sub)	dat	
zy	PD(type=pers,position=free)	zij	
die	PD(type=d-p,subtype=oth,position=prenom)	die	
Stadt	NOU-C(number=sg)	stad	
tot	ADP(type=pre)	tot	
tweemael	ADV(type=reg)	tweemaal	
hebben	VRB(finiteness=fin,tense=pres)	hebben	
geciteert	VRB(finiteness=pastpart)	citeren	
,	PC		
om	ADP(type=pre)	om	
haer	PD(type=pers,position=free)	zij	
opgeleyde	AA(degree=pos,position=prenom)	opgelegd	
Taxe	NOU-C(number=sg)	taks	
te	ADP(type=pre)	te	
komen	VRB(finiteness=inf)	komen	
betalen	VRB(finiteness=inf)	betalen	
;	PC		
zy	PD(type=pers,position=free)	zij	
hebben	VRB(finiteness=fin,tense=pres)	hebben	
sulckx	PD(type=d-p,position=free)	zulks	
aen	ADP(type=pre)	aan	
Gent	NOU-P	Gent	
en	CONJ(type=coor)	en	
Brugge	NOU-P	Brugge	
mede	ADV(type=reg)	mede	
gedaen	VRB(finiteness=pastpart)	doen	
.	PC		

In	ADP(type=pre)	in	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Plaetsen	NOU-C(number=pl)	plaats	
,	PC		
alwaer	ADV(type=reg)	alwaar	
zy	PD(type=pers,position=free)	zij	
gebrant	VRB(finiteness=pastpart)	branden	
hebben	VRB(finiteness=fin,tense=pres)	hebben	
,	PC		
om	CONJ(type=sub)	omdat	mw_108141
dat	CONJ(type=sub)	omdat	mw_108141
de	PD(type=d-p,subtype=art,position=prenom)	de	
Inwoonders	NOU-C(number=pl)	inwoner	
de	PD(type=d-p,subtype=art,position=prenom)	de	
opgeleyde	AA(degree=pos,position=prenom)	opgelegd	
Imposten	NOU-C(number=pl)	impost	
niet	ADV(type=reg)	niet	
betaelden	VRB(finiteness=fin,tense=past)	betalen	
,	PC		
hebben	VRB(finiteness=fin,tense=pres)	hebben	
zy	PD(type=pers,position=free)	zij	
weder	ADV(type=reg)	weder	
dubbelde	AA(degree=pos,position=prenom)	dubbel	
Taxatien	NOU-C(number=pl)	taxatie	
gesonden	VRB(finiteness=pastpart)	zenden	
,	PC		
onder	ADP(type=pre)	onder	
dreygement	NOU-C(number=sg)	dreigement	
,	PC		
dat	CONJ(type=sub)	dat	
,	PC		
indien'er	CONJ(type=sub)+ADV(type=reg)	indien+er	
geen	PD(type=indef,subtype=oth,position=prenom)	geen	
betaling	NOU-C(number=sg)	betaling	
komt	VRB(finiteness=fin,tense=pres)	komen	
,	PC		
zy	PD(type=pers,position=free)	zij	
alles	PD(type=indef,position=free)	alles	
tot	ADP(type=pre)	tot	
de	PD(type=d-p,subtype=art,position=prenom)	de	
gront	NOU-C(number=sg)	grond	
sullen	VRB(finiteness=fin,tense=pres)	zullen	
komen	VRB(finiteness=inf)	komen	
ruineren	VRB(finiteness=inf)	ruïneren	
.	PC		

Den	PD(type=d-p,subtype=art,position=prenom)	de	
Courier	NOU-C(number=sg)	koerier	
uyt	ADP(type=pre)	uit	
Spangien	NOU-P	Spanje	
is	VRB(finiteness=fin,tense=pres)	zijn	
hier	ADV(type=reg)	hier	
noch	ADV(type=reg)	nog	
niet	ADV(type=reg)	niet	
gearriveert	VRB(finiteness=pastpart)	arriveren	
;	PC		
doch	CONJ(type=coor)	doch	
men	PD(type=pers,position=free)	men	
verwacht	VRB(finiteness=fin,tense=pres)	verwachten	
eenige	PD(type=indef,subtype=oth,position=prenom)	enig	
Remisen	NOU-C(number=pl)	remise	
van	ADV(type=reg)	vandaar	mw_777053
daer	ADV(type=reg)	vandaar	mw_777053
,	PC		
gelijck	CONJ(type=sub)	gelijk	
oock	ADV(type=reg)	ook	
