Dewyl	CONJ(type=sub)	dewijl	
en	ADV(type=reg)	ne	
hadden	VRB(finiteness=fin,tense=past)	hebben	
om	ADP(type=pre)	om	
hun	PD(type=poss,position=prenom)	hun	
tronyen	NOU-C(number=pl)	tronie	
wat	ADV(type=reg)	wat	
goelyker	AA(degree=comp,position=free)	goelijk	
als	CONJ(type=sub)	als	
gemeen	AA(degree=pos,position=free)	gemeen	
te	ADP(type=pre)	te	
doen	VRB(finiteness=inf)	doen	
schynen	VRB(finiteness=inf)	schijnen	
,	PC	,	
Vorders	ADV(type=reg)	voorders	
waren	VRB(finiteness=fin,tense=past)	zijn	
zy	PD(type=pers,position=free)	zij	
t	ADP(type=pre)	te	
'	PC	'	
eenemaal	NUM(type=card,position=prenom,representation=let)+NOU-C(number=sg)	een+maal	
op	ADP(type=pre)	op	
zyn	PD(type=poss,position=prenom)	zijn	
Brabands	NOU-C(number=sg)	Brabants	
gekleed	VRB(finiteness=pastpart)	kleden	
,	PC	,	
met	ADP(type=pre)	met	
lange	AA(degree=pos,position=prenom)	lang	
Hanzelingen	NOU-C(number=pl)	hanzeling	
aan	ADV(type=reg)	aan	
,	PC	,	
die	PD(type=d-p,position=free)	die	
door	ADP(type=pre)	door	
hun	PD(type=poss,position=prenom)	hun	
kaalheid	NOU-C(number=sg)	kaalheid	
wel	ADV(type=reg)	wel	
betoonden	VRB(finiteness=fin,tense=past)	betonen	
,	PC	,	
dat	CONJ(type=sub)	dat	
ze	PD(type=pers,position=free)	zij	
al	ADV(type=reg)	al	
ettelyke	PD(type=indef,subtype=oth,position=prenom)	ettelijk	
tyd	NOU-C(number=sg)	tijd	
gedraagen	VRB(finiteness=pastpart)	dragen	
waaren	VRB(finiteness=fin,tense=past)	zijn	
geweest	VRB(finiteness=pastpart)	zijn	
.	PC	.	

Zoo	ADV(type=reg)	zo	
haast	AA(degree=pos,position=free)	haast	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Waardin	NOU-C(number=sg)	waardin	
in	ADP(type=pre)	in	
de	PD(type=d-p,subtype=art,position=prenom)	de	
kamer	NOU-C(number=sg)	kamer	
trad	VRB(finiteness=fin,tense=past)	treden	
,	PC	,	
nam	VRB(finiteness=fin,tense=past)	nemen	
zy	PD(type=pers,position=free)	zij	
de	PD(type=d-p,subtype=art,position=prenom)	de	
kaars	NOU-C(number=sg)	kaars	
in	ADP(type=pre)	in	
de	PD(type=d-p,subtype=art,position=prenom)	de	
hand	NOU-C(number=sg)	hand	
,	PC	,	
en	CONJ(type=coor)	en	
bekeek	VRB(finiteness=fin,tense=past)	bekijken	
ze	PD(type=pers,position=free)	zij	
stuk	NOU-C(number=sg)	stuk	
voor	ADP(type=pre)	voor	
stuk	NOU-C(number=sg)	stuk	
van	ADP(type=pre)	van	
't	PD(type=d-p,subtype=art,position=prenom)	het	
hoofd	NOU-C(number=sg)	hoofd	
tot	ADP(type=pre)	tot	
de	PD(type=d-p,subtype=art,position=prenom)	de	
voeten	NOU-C(number=pl)	voet	
,	PC	,	
waar	ADV(type=pron)	waarna	mw_280
na	ADV(type=pron)	waarna	mw_280
zy	PD(type=pers,position=free)	zij	
vroeg	VRB(finiteness=fin,tense=past)	vragen	
waar	ADV(type=reg)	waar	
de	PD(type=d-p,subtype=art,position=prenom)	de	
vierde	NOU-C(number=sg)	vierde	
gebleven	VRB(finiteness=pastpart)	blijven	
was	VRB(finiteness=fin,tense=past)	zijn	
.	PC	.	

Die	PD(type=d-p,position=free)	die	
heb	VRB(finiteness=fin,tense=pres)	hebben	
ik	PD(type=pers,position=free)	ik	
ziek	AA(degree=pos,position=free)	ziek	
te	ADP(type=pre)	te	
Brussel	NOU-P	Brussel	
gelaaten	VRB(finiteness=pastpart)	laten	
,	PC	,	
antwoordde	VRB(finiteness=fin,tense=past)	antwoorden	
Izabel	NOU-P	Izabel	
;	PC	;	
maar	CONJ(type=coor)	maar	
zoo	ADV(type=reg)	zo	
haast	AA(degree=pos,position=free)	haast	
ze	PD(type=pers,position=free)	zij	
weer	ADV(type=reg)	weder	
gesond	AA(degree=pos,position=free)	gezond	
geworden	VRB(finiteness=pastpart)	worden	
is	VRB(finiteness=fin,tense=pres)	zijn	
sal	VRB(finiteness=fin,tense=pres)	zullen	
ze	PD(type=pers,position=free)	zij	
overkomen	VRB(finiteness=inf)	overkomen	
.	PC	.	

Zoose	CONJ(type=sub)+PD(type=pers,position=free)	zo+zij	
niet	ADV(type=reg)	niet	
mooyer	AA(degree=comp,position=free)	mooi	
is	VRB(finiteness=fin,tense=pres)	zijn	
,	PC	,	
als	CONJ(type=sub)	als	
deese	PD(type=d-p,subtype=oth,position=prenom)	deze	
drie	NUM(type=card,position=free,representation=let)	drie	
,	PC	,	
hernam	VRB(finiteness=fin,tense=past)	hernemen	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Waardin	NOU-C(number=sg)	waardin	
,	PC	,	
soo	ADV(type=reg)	zo	
mag	VRB(finiteness=fin,tense=pres)	mogen	
se	PD(type=pers,position=free)	zij	
wel	ADV(type=reg)	wel	
in	ADP(type=pre)	in	
alle	PD(type=indef,subtype=oth,position=prenom)	al	
eeuwigheid	NOU-C(number=sg)	eeuwigheid	
achter	VRB(finiteness=inf)	achterblijven	mw_18
blyven	VRB(finiteness=inf)	achterblijven	mw_18
.	PC	.	

Zyn	VRB(finiteness=fin,tense=pres)	zijn	
dit	PD(type=d-p,position=free)	dit	
nu	ADV(type=reg)	nu	
die	PD(type=d-p,subtype=oth,position=prenom)	die	
schoone	AA(degree=pos,position=prenom)	schoon	
Meysjens	NOU-C(number=pl)	meisje	
,	PC	,	
vervolgde	VRB(finiteness=fin,tense=past)	vervolgen	
sy	PD(type=pers,position=free)	zij	
,	PC	,	
daar	ADV(type=pron)	daaraf	mw_47
gy	PD(type=pers,position=free)	gij	
so	ADV(type=reg)	zolang	mw_261
lang	ADV(type=reg)	zolang	mw_261
af	ADV(type=pron)	daaraf	mw_47
gerammeld	VRB(finiteness=pastpart)	rammelen	
hebt	VRB(finiteness=fin,tense=pres)	hebben	
;	PC	;	
en	CONJ(type=coor)	en	
heb	VRB(finiteness=fin,tense=pres)	hebben	
ik	PD(type=pers,position=free)	ik	
om	ADP(type=pre)	om	
deese	PD(type=d-p,subtype=oth,position=prenom)	deze	
naakte	AA(degree=pos,position=prenom)	naakt	
dieren	NOU-C(number=pl)	dier	
soo	PD(type=indef,subtype=oth,position=prenom)	zoveel	mw_321
veel	PD(type=indef,subtype=oth,position=prenom)	zoveel	mw_321
penningen	NOU-C(number=pl)	penning	
uitgeschooten	VRB(finiteness=pastpart)	uitschieten	
,	PC	,	
Maar	CONJ(type=coor)	maar	
ik	PD(type=pers,position=free)	ik	
docht	VRB(finiteness=fin,tense=past)	denken	
het	PD(type=pers,position=free)	het	
wel	ADV(type=reg)	wel	
,	PC	,	
in	ADP(type=pre)	in	
Braband	NOU-P	Brabant	
heet	VRB(finiteness=fin,tense=pres)	heten	
het	PD(type=pers,position=free)	het	
al	ADV(type=reg)	al	
mooy	AA(degree=pos,position=free)	mooi	
als	CONJ(type=sub)	als	
se	PD(type=pers,position=free)	zij	
maar	ADV(type=reg)	maar	
voor	ADP(type=pre)	voor	
O	INT	o	
gruwel	NOU-C(number=sg)	gruwel	
bewaard	VRB(finiteness=pastpart)	bewaren	
syn	VRB(finiteness=fin,tense=pres)	zijn	
.	PC	.	

Wat	PD(type=w-p,position=free)	wat	
duivel	NOU-C(number=sg)	duivel	
,	PC	,	
voegde	VRB(finiteness=fin,tense=past)	voegen	
sy	PD(type=pers,position=free)	zij	
daar	ADV(type=pron)	daarbij	mw_105
eindelyk	ADV(type=reg)	eindelijk	
met	ADP(type=pre)	met	
een	PD(type=indef,subtype=art,position=prenom)	een	
gram	AA(degree=pos,position=prenom)	gram	
gelaat	NOU-C(number=sg)	gelaat	
by	ADV(type=pron)	daarbij	mw_105
,	PC	,	
zal	VRB(finiteness=fin,tense=pres)	zullen	
ik	PD(type=pers,position=free)	ik	
met	ADP(type=pre)	met	
deese	PD(type=d-p,subtype=oth,position=prenom)	deze	
drie	NUM(type=card,position=prenom,representation=let)	drie	
Schepsels	NOU-C(number=pl)	schepsel	
nu	ADV(type=reg)	nu	
doen	VRB(finiteness=inf)	doen	
,	PC	,	
ze	PD(type=pers,position=free)	zij	
dienen	VRB(finiteness=fin,tense=pres)	dienen	
wel	ADV(type=reg)	wel	
van	ADP(type=pre)	van	
't	PD(type=d-p,subtype=art,position=prenom)	het	
hoofd	NOU-C(number=sg)	hoofd	
tot	ADP(type=pre)	tot	
de	PD(type=d-p,subtype=art,position=prenom)	de	
voeten	NOU-C(number=pl)	voet	
in	ADP(type=pre)	in	
de	PD(type=d-p,subtype=art,position=prenom)	de	
noppen	NOU-C(number=pl)	nop	
gesteken	VRB(finiteness=pastpart)	steken	
te	ADP(type=pre)	te	
worden	VRB(finiteness=inf)	worden	
,	PC	,	
en	CONJ(type=coor)	en	
ik	PD(type=pers,position=free)	ik	
kan	VRB(finiteness=fin,tense=pres)	kunnen	
'	PC	'	
er	ADV(type=reg)	er	
soo	PD(type=indef,subtype=oth,position=prenom)	zoveel	mw_322
veel	PD(type=indef,subtype=oth,position=prenom)	zoveel	mw_322
profijt	NOU-C(number=sg)	profijt	
niet	ADV(type=reg)	niet	
aansien	VRB(finiteness=inf)	aanzien	
.	PC	.	

Trek	VRB(finiteness=fin,tense=pres)	aantrekken	mw_10
die	PD(type=d-p,subtype=oth,position=prenom)	die	
kleyne	NOU-C(number=sg)	kleine	
,	PC	,	
liet	VRB(finiteness=fin,tense=past)	laten	
hy	PD(type=pers,position=free)	hij	
sig	PD(type=refl,position=free)	zich	
vorders	ADV(type=reg)	voorders	
hooren	VRB(finiteness=inf)	horen	
,	PC	,	
de	PD(type=d-p,subtype=art,position=prenom)	de	
geblomde	AA(degree=pos,position=prenom)	gebloemd	
Samaar	NOU-C(number=sg)	samaar	
van	ADP(type=pre)	van	
onse	PD(type=poss,position=prenom)	ons	
Anna	NOU-P	Anna Maria	mw_72
Maria	NOU-P	Anna Maria	mw_72
eens	ADV(type=reg)	eens	
aan	VRB(finiteness=fin,tense=pres)	aantrekken	mw_10
,	PC	,	
en	CONJ(type=coor)	en	
blanket	VRB(finiteness=fin,tense=pres)	blanketten	
haar	PD(type=pers,position=free)	zij	
een	PD(type=indef,subtype=art,position=prenom)	een	
weynigje	NOU-C(number=sg)	weinigje	
,	PC	,	
want	CONJ(type=coor)	want	
ze	PD(type=pers,position=free)	zij	
ziet	VRB(finiteness=fin,tense=pres)	eruitzien	mw_344
'	PC	'	
er	VRB(finiteness=fin,tense=pres)	eruitzien	mw_344
me	PD(type=pers,position=free)	ik	
soo	ADV(type=reg)	zo	
swart	AA(degree=pos,position=free)	zwart	
uit	VRB(finiteness=fin,tense=pres)	eruitzien	mw_344
;	PC	;	
en	CONJ(type=coor)	en	
breng	VRB(finiteness=fin,tense=pres)	brengen	
d	PD(type=d-p,subtype=art,position=prenom)	de	
'	PC	'	
ander	NUM(type=ord,position=prenom,representation=let)	ander	
twee	NUM(type=card,position=free,representation=let)	twee	
soo	ADV(type=reg)	zolang	mw_263
lang	ADV(type=reg)	zolang	mw_263
op	ADP(type=pre)	op	
d	PD(type=d-p,subtype=art,position=prenom)	de	
'	PC	'	
Achter-kamer	NOU-C(number=sg)	achterkamer	
,	PC	,	
wy	PD(type=pers,position=free)	wij	
zullen	VRB(finiteness=fin,tense=pres)	zullen	
morgen	ADV(type=reg)	morgen	
eens	ADV(type=reg)	eens	
sien	VRB(finiteness=inf)	zien	
,	PC	,	
wat	PD(type=w-p,position=free)	wat	
wy	PD(type=pers,position=free)	wij	
'	PC	'	
er	ADV(type=pron)	ermede	mw_200
mee	ADV(type=pron)	ermede	mw_200
doen	VRB(finiteness=inf)	doen	
zullen	VRB(finiteness=fin,tense=pres)	zullen	
.	PC	.	

Dit	PD(type=d-p,subtype=oth,position=prenom)	dit	
vonnis	NOU-C(number=sg)	vonnis	
deed	VRB(finiteness=fin,tense=past)	doen	
de	PD(type=d-p,subtype=art,position=prenom)	de	
twe	NUM(type=card,position=prenom,representation=let)	twee	
arme	AA(degree=pos,position=prenom)	arm	
Wurmen	NOU-C(number=pl)	worm	
soo	ADV(type=reg)	zo	
bang	AA(degree=pos,position=free)	bang	
zien	VRB(finiteness=inf)	zien	
,	PC	,	
als	CONJ(type=sub)	alsof	mw_65
of	CONJ(type=sub)	alsof	mw_65
se	PD(type=pers,position=free)	zij	
hardlyvig	AA(degree=pos,position=free)	hardlijvig	
waren	VRB(finiteness=fin,tense=past)	zijn	
geweest	VRB(finiteness=pastpart)	zijn	
maar	CONJ(type=coor)	maar	
wat	PD(type=w-p,position=free)	wat	
zoudense	VRB(finiteness=fin,tense=past)+PD(type=pers,position=free)	zullen+zij	
doen	VRB(finiteness=inf)	doen	
,	PC	,	
se	PD(type=pers,position=free)	zij	
waaren	VRB(finiteness=fin,tense=past)	zijn	
in	ADP(type=pre)	in	
een	PD(type=indef,subtype=art,position=prenom)	een	
vreemd	AA(degree=pos,position=prenom)	vreemd	
land	NOU-C(number=sg)	land	
,	PC	,	
daar	ADV(type=reg)	daar	
se	PD(type=pers,position=free)	zij	
niemand	PD(type=indef,position=free)	niemand	
en	ADV(type=reg)	ne	
kenden	VRB(finiteness=fin,tense=past)	kennen	
.	PC	.	

Izabel	NOU-P	Izabel	
vertrooste	VRB(finiteness=fin,tense=past)	vertroosten	
hen	PD(type=pers,position=free)	zij	
ondertusschen	ADV(type=reg)	ondertussen	
met	ADP(type=pre)	met	
te	ADP(type=pre)	te	
zeggen	VRB(finiteness=inf)	zeggen	
,	PC	,	
zoo	CONJ(type=sub)	zo	
de	PD(type=d-p,subtype=art,position=prenom)	de	
waardin	NOU-C(number=sg)	waardin	
hen	PD(type=pers,position=free)	zij	
niet	ADV(type=reg)	niet	
begeerde	VRB(finiteness=fin,tense=past)	begeren	
te	ADP(type=pre)	te	
houden	VRB(finiteness=inf)	houden	
,	PC	,	
dat	CONJ(type=sub)	dat	
zy	PD(type=pers,position=free)	zij	
se	PD(type=pers,position=free)	zij	
dan	ADV(type=reg)	dan	
des	PD(type=d-p,subtype=art,position=prenom)	de	
anderen	NUM(type=ord,position=prenom,representation=let)	ander	
daags	NOU-C(number=sg)	dag	
op	ADP(type=pre)	op	
een	PD(type=indef,subtype=art,position=prenom)	een	
andere	PD(type=indef,subtype=oth,position=prenom)	ander	
plaats	NOU-C(number=sg)	plaats	
zoude	VRB(finiteness=fin,tense=past)	zullen	
brengen	VRB(finiteness=inf)	brengen	
,	PC	,	
daar	ADV(type=reg)	daar	
de	PD(type=d-p,subtype=art,position=prenom)	de	
beste	AA(degree=sup,position=prenom)	best	
Heeren	NOU-C(number=pl)	heer	
van	ADP(type=pre)	van	
Amsterdam	NOU-P	Amsterdam	
kwamen	VRB(finiteness=fin,tense=past)	komen	
met	ADP(type=pre)	met	
noch	ADV(type=reg)	nog	
meer	PD(type=indef,subtype=oth,position=prenom)	meer	
diergelyke	PD(type=d-p,subtype=oth,position=prenom)	dergelijk	
troostredenen	NOU-C(number=pl)	troostrede	
,	PC	,	
daar	ADV(type=pron)	daarna	mw_101
wy	PD(type=pers,position=free)	wij	
niet	ADV(type=reg)	niet	
langer	AA(degree=comp,position=free)	lang	
na	ADV(type=pron)	daarna	mw_101
luisteren	VRB(finiteness=inf)	luisteren	
wilden	VRB(finiteness=fin,tense=past)	willen	
,	PC	,	

Zoo	ADV(type=reg)	zohaast	mw_369
haast	ADV(type=reg)	zohaast	mw_369
wy	PD(type=pers,position=free)	wij	
weer	ADV(type=reg)	weder	
in	ADP(type=pre)	in	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Speelkamer	NOU-C(number=sg)	speelkamer	
getreeden	VRB(finiteness=pastpart)	treden	
waaren	VRB(finiteness=fin,tense=past)	zijn	
,	PC	,	
kreeg	VRB(finiteness=fin,tense=past)	krijgen	
ik	PD(type=pers,position=free)	ik	
twee	NUM(type=card,position=prenom,representation=let)	twee	
Boerinnetjes	NOU-C(number=pl)	boerinnetje	
in	ADP(type=pre)	in	
't	PD(type=d-p,subtype=art,position=prenom)	het	
oog	NOU-C(number=sg)	oog	
,	PC	,	
zittende	VRB(finiteness=prespart)	zitten	
nevens	ADP(type=pre)	nevens	
twee	NUM(type=card,position=prenom,representation=let)	twee	
Heeren	NOU-C(number=pl)	heer	
,	PC	,	
die	PD(type=d-p,position=free)	die	
meer	PD(type=indef,subtype=oth,position=prenom)	meer	
werks	NOU-C(number=sg)	werk	
van	ADP(type=pre)	van	
dese	PD(type=d-p,subtype=oth,position=prenom)	deze	
dieren	NOU-C(number=pl)	dier	
scheenen	VRB(finiteness=fin,tense=past)	schijnen	
te	ADP(type=pre)	te	
maaken	VRB(finiteness=inf)	maken	
,	PC	,	
al	CONJ(type=sub)	al	
van	ADP(type=pre)	van	
alle	PD(type=indef,position=free)	al	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Juffertjes	NOU-C(number=pl)	juffertje	
;	PC	;	
want	CONJ(type=coor)	want	
zy	PD(type=pers,position=free)	zij	
dronken	VRB(finiteness=fin,tense=past)	drinken	
niet	ADV(type=reg)	niet	
als	CONJ(type=sub)	als	
roode	AA(degree=pos,position=prenom)	rood	
Wyn	NOU-C(number=sg)	wijn	
,	PC	,	
en	CONJ(type=coor)	en	
om	ADP(type=pre)	om	
de	PD(type=d-p,subtype=art,position=prenom)	de	
mond	NOU-C(number=sg)	mond	
ondertusschen	ADV(type=reg)	ondertussen	
wat	ADV(type=reg)	wat	
gaande	AA(degree=pos,position=free)	gaande	
te	ADP(type=pre)	te	
houden	VRB(finiteness=inf)	houden	
,	PC	,	
stond	VRB(finiteness=fin,tense=past)	staan	
'	PC	'	
er	ADV(type=reg)	er	
een	PD(type=indef,subtype=art,position=prenom)	een	
schootel	NOU-C(number=sg)	schotel	
met	ADP(type=pre)	met	
banket	NOU-C(number=sg)	banket	
voor	ADP(type=pre)	voor	
hen	PD(type=pers,position=free)	zij	
.	PC	.	

Echter	ADV(type=reg)	echter	
kond	VRB(finiteness=fin,tense=past)	kunnen	
ik	PD(type=pers,position=free)	ik	
niet	ADV(type=reg)	niet	
sien	VRB(finiteness=inf)	zien	
dat	CONJ(type=sub)	dat	
ze	PD(type=pers,position=free)	zij	
zeer	AA(degree=pos,position=free)	zeer	
mooy	AA(degree=pos,position=free)	mooi	
waren	VRB(finiteness=fin,tense=past)	zijn	
;	PC	;	
want	CONJ(type=coor)	want	
het	PD(type=d-p,subtype=art,position=prenom)	het	
trony	NOU-C(number=sg)	tronie	
van	ADP(type=pre)	van	
